GBIFusageKey,country,region,jurisdiction,jurisdiction_group,prefName,classification,taxonLevel,family,englishName,synonyms,Note,genus_I,is_aquatic,aquatic_type_I,legal_status_br,restriction_type,governing_law
5289075,Brazil,,NATIONAL,,Vriesea hieroglyphica,Magnoliopsida,species,Bromeliaceae,"bromeliad-king, king-of-bromeliads","Massangea hieroglyphica, Massangea santoviensis, Massangea tigrina, Tillandsia hieroglyphica, Vriesea hieroglyphica zebrina",King of bromeliads; hieroglyphic leaf markings; Atlantic Forest; prized ornamental,Vriesea,no,,VU (Port. 443/2014),Collection prohibited,Port. MMA 443/2014
2697762,Brazil,,NATIONAL,,Nidularium innocentii,Magnoliopsida,species,Bromeliaceae,Nidularium innocentii,"Aregelia makoyana, Gemellaria innocentii, Karatas innocentii, Karatas makoyana, Karatas striata, Neoregelia makoyana, Nidularium exostigmum, Nidularium innocentii bauense, Nidularium innocentii lineatum, Nidularium innocentii paxianum, Nidularium innocentii striatum, Nidularium lineatum, Nidularium makoyanum, Nidularium paxianum, Nidularium paxianum lineatum, Nidularium paxianum procerum, Nidularium striatum, Regelia innocentii, Regelia makoyana, Vriesea purpurascens",Bird's nest bromeliad; Atlantic Forest understorey; declining with habitat loss,Nidularium,no,,VU (Port. 443/2014),Collection regulated,Port. MMA 443/2014
2693674,Brazil,,NATIONAL,,Fernseea itatiaiae,Magnoliopsida,species,Bromeliaceae,Fernseea itatiaiae,"Aechmea stenophylla, Bromelia itatiaiae",High-altitude bromeliad; Itatiaia NP endemic; climate change vulnerable,Fernseea,no,,EN (Port. 443/2014),Collection prohibited,Port. MMA 443/2014
2699643,Brazil,,NATIONAL,,Dyckia distachya,Magnoliopsida,species,Bromeliaceae,Dyckia distachya,"Dyckia distachya induta, Dyckia interrupta",Rheophytic bromeliad; Uruguay River rapids; drowned by It<U+00E1>/Machadinho dams,Dyckia,no,,CR (Port. 443/2014),Collection prohibited,Port. MMA 443/2014
10950218,Brazil,,NATIONAL,,Cryptanthus zonatus,Magnoliopsida,species,Bromeliaceae,Cryptanthus zonatus,"? zonatus, Billbergia acaulis, Cryptanthus burle-marxii, Cryptanthus fosterianus, Cryptanthus isonatus, Cryptanthus isonatus fusus, Cryptanthus zonatus, Cryptanthus zonatus fuscus, Cryptanthus zonatus viridis, Cryptanthus zonatus zonatus, Pholidophyllum zonatum, Pholidophyllum zonatum fuscum, Tillandsia acaulis zebrina, Tillandsia acaulis zonata, Tillandsia zonata",Earth star; Pernambuco Atlantic Forest; terrestrial; over-collected for trade,Cryptanthus,no,,VU (Port. 443/2014),Collection regulated,Port. MMA 443/2014
2695068,Brazil,,NATIONAL,,Tillandsia stricta,Magnoliopsida,species,Bromeliaceae,Airplant,Anoplophytum strictum,Widespread air plant; Atlantic Forest epiphyte; harvested for ornamental market,Tillandsia,no,,Forest Code protection,Harvest regulated in APPs,Lei 12.651/2012
2698486,Brazil,,NATIONAL,,Aechmea nudicaulis,Magnoliopsida,species,Bromeliaceae,"Nakedstem Livingvase, nakedstem livingvase","Billbergia nudicaulis, Bromelia nudicaulis, Hohenbergia nudicaulis, Hoplophytum nudicaule, Pothuava nudicaulis, Tillandsia serrata",Restinga bromeliad; coastal Atlantic Forest; habitat loss from urbanisation,Aechmea,no,,Forest Code protection,Harvest regulated,Lei 12.651/2012
7309859,Brazil,,NATIONAL,,Dicksonia sellowiana,Polypodiopsida,species,Dicksoniaceae,Xaxim / Tree fern,"Balantium sellowianum, Dicksonia spruceana",Southern tree fern; trunks used as planters (xaxim); harvest banned since 2001,Dicksonia,no,,EN (Port. 443/2014) <U+2014> CITES App. II,Harvest/trade prohibited,Port. MMA 443/2014 / CITES
7314536,Brazil,,NATIONAL,,Cyathea phalerata,Polypodiopsida,species,Cyatheaceae,Golden tree fern,"Alsophila alata, Alsophila alutacea, Alsophila blanchetiana, Alsophila blanchetii, Alsophila contracta, Alsophila eriocarpa, Alsophila fumata, Alsophila goyazensis, Alsophila infesta alutacea, Alsophila infesta phalerata, Alsophila ludoviciana, Alsophila munita, Alsophila paleolata, Alsophila paleolata eriocarpa, Alsophila paleolata nigrescens, Alsophila paleolata subnuda, Alsophila paulistana, Alsophila phalerata, Alsophila phalerata alutacea, Alsophila phalerata latiloba, Alsophila phalerata squamulosa, Alsophila reitzii, Alsophila scrobiculata, Alsophila unguis-cati, Alsophila virens, Cyathea alutacea, Cyathea blanchetiana, Cyathea contracta, Cyathea paleolata, Cyathea paulistana, Cyathea phalerata alutacea, Cyathea phalerata l'heringii, Cyathea phalerata latiloba, Cyathea sellowiana, Hemitelia sellowiana, Trichipteris paleolata, Trichipteris phalerata",Atlantic Forest tree fern; all Cyatheaceae CITES II; montane cloud forest,Cyathea,no,,VU (Port. 443/2014) <U+2014> CITES App. II,Collection regulated,Port. MMA 443/2014 / CITES
3660652,Brazil,,NATIONAL,,Myracrodruon urundeuva,Magnoliopsida,species,Anacardiaceae,Aroeira-do-sert<U+00E3>o,"Astronium candollei, Astronium juglandifolium, Astronium macrocalyx, Astronium urundeuva, Astronium urundeuva candollei, Astronium urundeuva urundeuva, Myracrodruon macrocalyx",Caatinga/Cerrado timber; medicinal bark; over-exploited for fence posts,Myracrodruon,no,,VU (Port. 443/2014),Harvest regulated,Port. MMA 443/2014
7321861,Brazil,,NATIONAL,,Schinopsis brasiliensis,Magnoliopsida,species,Anacardiaceae,Bra<U+00FA>na,"Schinopsis brasiliensis brasiliensis, Schinopsis brasiliensis glabra, Schinopsis glabra",Caatinga hardwood; tannin source; severe decline from charcoal and timber,Schinopsis,no,,EN (Port. 443/2014),Logging prohibited,Port. MMA 443/2014
2945821,Brazil,,NATIONAL,,Amburana cearensis,Magnoliopsida,species,Fabaceae,cerejeira,"Amburana claudiae, Amburana claudii, Torresea cearensis",Caatinga/Cerrado; cumaru timber; medicinal bark; population declining,Amburana,no,,VU (Port. 443/2014),Harvest regulated,Port. MMA 443/2014
3189663,Brazil,,NATIONAL,,Caryocar brasiliense,Magnoliopsida,species,Caryocaraceae,Pequi,NA,Cerrado fruit tree; culturally essential in MG/GO; felling banned since 2006,Caryocar,no,,Forest Code protected,Felling prohibited,Lei 12.651/2012
2951737,Brazil,,NATIONAL,,Stryphnodendron adstringens,Magnoliopsida,species,Fabaceae,Barbatim<U+00E3>o,"Acacia adstringens, Acacia astringens, Mimosa barbadetimam, Mimosa barbadetiman, Mimosa virginalis, Stryphnodendron adstringens, Stryphnodendron barbadetimam, Stryphnodendron barbadetiman, Stryphnodendron barbatimam",Cerrado medicinal bark; tannins for wound healing; over-harvested,Stryphnodendron,no,,Commercially regulated,Bark harvest regulated,Lei 12.651/2012 / State regulations
2974269,Brazil,,NATIONAL,,Dimorphandra mollis,Magnoliopsida,species,Fabaceae,Faveira / Fava d'anta,NA,Cerrado tree; rutin source (pharmaceutical); over-harvested for industry,Dimorphandra,no,,VU (Port. 443/2014),Harvest regulated,Port. MMA 443/2014
8230360,Brazil,,NATIONAL,,Spondias tuberosa,Magnoliopsida,species,Anacardiaceae,hog-plum,NA,Caatinga fruit tree; culturally sacred in sert<U+00E3>o; drought-adapted; tuber stores water,Spondias,no,,Forest Code protected,Felling prohibited,Lei 12.651/2012 / Caatinga regulations
3992461,Brazil,,NATIONAL,,Bursera leptophloeos,Magnoliopsida,species,Burseraceae,Imburana-de-cheiro,NA,Caatinga aromatic tree; resin and bark used in folk medicine; declining,Bursera,no,,VU (Port. 443/2014),Harvest regulated,Port. MMA 443/2014
2975476,Brazil,,NATIONAL,,Bowdichia virgilioides,Magnoliopsida,species,Fabaceae,Sucupira-preta,"Bowdichia brevipes, Bowdichia densiflora, Bowdichia ferruginea, Bowdichia floribunda, Bowdichia kuhlmannii, Bowdichia major, Bowdichia major fruticosa, Bowdichia parvifolia, Bowdichia pubescens, Bowdichia sebipira, Bowdichia virgilioides ferruginea, Bowdichia virgilioides major, Bowdichia virgilioides villosa, Bowdichia virgilioides virgilioides, Bowdichia virgilioides glabrata, Bowdichia virgilioides pubescens, Bowdichia virgilioides tomentosa, Bowdichia virgiloides, Sebipira ferruginea, Sebipira major, Sebipira virgilioides",Cerrado/Atlantic Forest legume tree; durable timber; over-exploited,Bowdichia,no,,VU (Port. 443/2014),Harvest regulated,Port. MMA 443/2014
7321614,Brazil,,NATIONAL,,Astronium fraxinifolium,Magnoliopsida,species,Anacardiaceae,"kingwood, locustwood, tigerwood, zebrawood","Astronium fraxinifolium mollissimum, Astronium fraxinifolium pilosum, Astronium graveolens brasiliense, Astronium graveolens brasiliensis, Spondias edmonstonei",Cerrado/Caatinga timber; decorative wood; population fragmented,Astronium,no,,VU (Port. 443/2014),Harvest regulated,Port. MMA 443/2014
3152205,Brazil,,NATIONAL,,Theobroma cacao,Magnoliopsida,species,Malvaceae,"Cacao, Chocolate Tree","Cacao minar, Theobroma cocao, Theobroma kalagua, Theobroma pentogona, Theobroma saltzmanniana, Theobroma sativa leucosperma, Theobroma sativa melanosperma",Wild cacao relatives in Amazon; ABS for commercial genetic use,Theobroma,no,,ABS regulated <U+2014> Lei 13.123,ABS permit required,Lei 13.123/2015
3189949,Brazil,,NATIONAL,,Paullinia cupana,Magnoliopsida,species,Sapindaceae,"Guarana, guarana","Paullinia brasiliensis, Paullinia cupana typica",Amazon stimulant; GI for Mau<U+00E9>s region; ABS compliance required,Paullinia,no,,ABS regulated <U+2014> geographic indication,Commercial use regulated,Lei 13.123/2015 / INPI
3071171,Brazil,,NATIONAL,,Hevea brasiliensis,Magnoliopsida,species,Euphorbiaceae,"Para Rubber Tree, Para rubber, Pará Rubber Tree, Rubber Plant, Rubber Tree, Sharinga Tree, hevea, natural rubber, rubber tree, rubbertree, Natural Rubber","Hevea brasiliensis acreana, Hevea brasiliensis angustifolia, Hevea brasiliensis latifolia, Hevea brasiliensis randiana, Hevea brasiliensis granthamii, Hevea brasiliensis janeirensis, Hevea brasiliensis stylosa, Hevea granthamii, Hevea janeirensis, Hevea randiana, Hevea sieberi, Siphonia brasiliensis, Siphonia janeirensis, Siphonia ridleyana",Amazon native; rubber industry; wild genetic diversity protected under ABS,Hevea,no,,ABS regulated <U+2014> Lei 13.123,ABS for genetic resources,Lei 13.123/2015
9798870,Brazil,,NATIONAL,,Monteverdia ilicifolia,Magnoliopsida,species,Celastraceae,Espinheira-santa,"Celastrus spinifolius, Maytenus acanthophylla eurostos, Maytenus acerifolia, Maytenus castaneaeformis, Maytenus castaneiformis, Maytenus hassleri, Maytenus ilicifolia, Maytenus ilicifolia boliviana, Maytenus macrodonta, Maytenus muelleri, Maytenus officinalis, Maytenus pilcomayensis",Atlantic Forest medicinal holly; anti-ulcer properties; over-harvested,Monteverdia,no,,VU (Port. 443/2014),Harvest regulated,Port. MMA 443/2014
3685538,Brazil,,NATIONAL,,Ptychopetalum olacoides,Magnoliopsida,species,Olacaceae,Marapuama / Muirapuama,Acanthea virilis,Amazon aphrodisiac herb; traditional knowledge associated; ABS applies,Ptychopetalum,no,,ABS regulated <U+2014> Lei 13.123,ABS for commercial use,Lei 13.123/2015
7269244,Brazil,,NATIONAL,,Pilocarpus microphyllus,Magnoliopsida,species,Rutaceae,Pernambuco jaborandi,NA,Pilocarpine source (glaucoma drug); Maranh<U+00E3>o; wild harvest declining,Pilocarpus,no,,VU (Port. 443/2014),Harvest regulated,Port. MMA 443/2014
3190513,Brazil,,NATIONAL,,Carapa guianensis,Magnoliopsida,species,Meliaceae,"Crabwood, crabwood","Amapa guianensis, Carapa latifolia, Carapa llanocarti, Carapa nicaraguensis, Carapa slateri, Granatum guianense, Granatum nicaraguense, Guarea mucronulata, Persoonia guareoides, Xylocarpus carapa",Amazon medicinal tree; seed oil for cosmetics/medicine; traditional knowledge,Carapa,no,,ABS regulated <U+2014> Lei 13.123,ABS for oil products,Lei 13.123/2015
2978171,Brazil,,NATIONAL,,Copaifera langsdorffii,Magnoliopsida,species,Fabaceae,"Brazilian diesel tree, Langsdorf's copaifera, copaiba","Copaiba langsdorffii, Copaifera langsdorffii rupestris, Copaifera lansdorfii",Cerrado/Amazon; oleoresin anti-inflammatory; sustainable tapping possible,Copaifera,no,,ABS regulated <U+2014> Lei 13.123,ABS for oleoresin,Lei 13.123/2015
3070530,Brazil,,NATIONAL,,Euphorbia phosphorea,Magnoliopsida,species,Euphorbiaceae,Euphorbia phosphorea,NA,Caatinga succulent euphorbia; candlestick-shaped; Bahia endemic,Euphorbia,no,,VU (Port. 443/2014) <U+2014> CITES App. II,Collection/trade regulated,Port. MMA 443/2014 / CITES
5553148,Brazil,,NATIONAL,,Victoria amazonica,Magnoliopsida,species,Nymphaeaceae,"Amazon water-lily, Victoria-lily, royal water-lily","Anneslea amazonica, Anneslea brasiliana, Euryale amazonica, Euryale brasiliana, Nymphaea nelumbo, Nymphaea regina, Nymphaea victoria, Victoria amazonica, Victoria amazonum, Victoria regalis, Victoria regia, Victoria regia randii, Victoria regia regia, Victoria regina, Victoria reginae",Amazonian icon; floating leaves to 3 m; habitat protected under Forest Code,Victoria,no,,Protected habitat <U+2014> Amazon regulations,Habitat protection,Lei 12.651/2012 / SNUC
2765940,Brazil,,NATIONAL,,Pontederia crassipes,Magnoliopsida,species,Pontederiaceae,"Common water hyacinth, Kachuripana, Water hyacinth, common water hyacinth, common water-hyacinth, floating water hyacinth, floating waterhyacinth, lilac-devil, water hyacinth, water-hyacinth, Water-hyacinth",NA,"Covers >100,000 ha of waterways; hydroelectric and navigation impact",Pontederia,no,,Invasive <U+2014> management mandated,Control mandated,Lei 9.605/1998 / IBAMA regulations
2970418,Brazil,,NATIONAL,,Leucaena leucocephala,Magnoliopsida,species,Fabaceae,"Horse/wild tamarind, Jumbie bean, Lead tree, Leucaena, Mimosa, Tan Tan, Tantan Tree, White leadtree, Wild Tamarind, coffeebush, horse-tamarind, ipil-ipil, jumbie-bean, leadtree, leucaena, sneakytree","Acacia glauca, Acacia leucocephala, Leucaena glabra, Leucaena leucocephala, Mimosa leucocephala, Mimosa leucophala",Major invasive in Atlantic Forest fragments; nitrogen-fixer alters soil,Leucaena,no,,Invasive <U+2014> control required,Control mandated in reserves,IBAMA / ICMBio management plans
5285777,Brazil,,NATIONAL,,Pinus elliottii,Pinopsida,species,Pinaceae,"American pitch pine, Slash Pine, Slash pine, longleaf pitch pine, slash pine, swamp pine",NA,Plantation escapee; invades Araucaria forest and grasslands in PR/SC/RS,Pinus,no,,Invasive <U+2014> control in south Brazil,Removal mandated in PAs,CONAMA Resolution 369/2006
2731882,Brazil,,NATIONAL,,Elaeis guineensis,Magnoliopsida,species,Arecaceae,"African Oil Palm, African oil palm, Oil palm, macaw-fat, oil palm","Elaeis dybowskii, Elaeis guineensis androgyna, Elaeis guineensis caryolitica, Elaeis guineensis dioica, Elaeis guineensis dura, Elaeis guineensis fatua, Elaeis guineensis ramosa, Elaeis guineensis semidura, Elaeis guineensis tenera, Elaeis guineensis albescens, Elaeis guineensis angulosa, Elaeis guineensis ceredia, Elaeis guineensis compressa, Elaeis guineensis gracilinux, Elaeis guineensis idolatrica, Elaeis guineensis intermedia, Elaeis guineensis leucocarpa, Elaeis guineensis macrocarpa, Elaeis guineensis macrocarya, Elaeis guineensis macrophylla, Elaeis guineensis macrosperma, Elaeis guineensis madagascariensis, Elaeis guineensis microsperma, Elaeis guineensis nigrescens, Elaeis guineensis pisifera, Elaeis guineensis repanda, Elaeis guineensis rostrata, Elaeis guineensis sempernigra, Elaeis guineensis spectabilis, Elaeis guineensis virescens, Elaeis macrophylla, Elaeis madagascariensis, Elaeis melanococca, Elaeis melanococca semicircularis, Elaeis nigrescens, Elaeis virescens, Palma oleosa",Plantation escapee in Bahia/Par<U+00E1> Atlantic Forest margins; displaces native palms,Elaeis,no,,Invasive <U+2014> Atlantic Forest concern,Monitoring / control in PAs,IBAMA regulations
2984565,Brazil,,NATIONAL,,Artocarpus heterophyllus,Magnoliopsida,species,Moraceae,"Jackfruit, Kathal, Khatal, jack, jackfruit, jak","Artocarpus brasiliensis, Artocarpus grandis, Artocarpus integra, Artocarpus integrifolia glabra, Artocarpus integrifolius glaber, Artocarpus integrifolius heterophylla, Artocarpus jaca, Artocarpus maximus, Artocarpus nanca, Artocarpus philippensis, Polyphema jaca, Sitodium cauliflorum",Dominant invasive in Tijuca NP (RJ) and other Atlantic Forest parks,Artocarpus,no,,Invasive <U+2014> Atlantic Forest,Removal in protected areas,ICMBio management plans
7883492,Brazil,,NATIONAL,,Hedychium coronarium,Magnoliopsida,species,Zingiberaceae,"Butterfly-ginger, White Garland-lily, White ginger lily, White ginger, White butterfly ginger, White butterfly ginger lily, Butterfly ginger, Butterfly lily, Cinnamon jasmine, Garland flower, Garland lily, Ginger lily, White ginger butterfly lily, White garland-lily, butterfly-ginger, butterfly-lily, cinnamon-jasmine, garland-flower, garland-flowers, ginger-lily, gingerlily, white garland-lily, white ginger, white ginger-lily, white-ginger","Amomum filiforme, Gandasulium coronarium, Gandasulium lingulatum, Hedychium chrysoleucum, Hedychium coronarium chrysoleucum, Hedychium coronarium maximum, Hedychium coronarium baimao, Hedychium flavescens chrysoleucum, Hedychium gandasulium, Hedychium lingulatum, Hedychium maximum, Hedychium prophetae, Hedychium spicatum, Hedychium sulphureum, Kaempferia hedychium",L<U+00ED>rio-do-brejo; invades Atlantic Forest wetlands and riverbanks,Hedychium,no,,Invasive <U+2014> riparian zones,Control mandated,Lei 9.605/1998 / IBAMA regulations
2891930,Brazil,,NATIONAL,,Casuarina equisetifolia,Magnoliopsida,species,Casuarinaceae,"Australian beefwood, Australian pine, Australian pine tree, Australian-pine, Beach sheoak, Casuarine, She-oak, beach casuarina, beach she-oak, beach-oak, beefwoodtree, coast she-oak, coastal she-oak, common ironwood, horsetail casuarina, horsetail she-oak, horsetailtree, ironwood, whistling-pine, whistlingtree, South Sea ironwood, beefwood, casuarina, horsetail tree","Casuarina equisetifolia, Casuarina equisetifolia incana, Casuarina equisetifolia typica, Casuarina litorea, Casuarina muricata",Invasive on coastal dunes and restinga in northeast Brazil,Casuarina,no,,Invasive <U+2014> coastal dunes,Control in restinga ecosystems,IBAMA regulations
3172492,Brazil,,NATIONAL,,Tecoma stans,Magnoliopsida,species,Bignoniaceae,"Ginger-Thomas, Golden Seal, Yellow Bells, Yellow Blossom, Yellow Elder, Yellow bells, Yellow trumpetbush, trumpet-flower, trumpetbush, trumpetflower, yellow elder, yellow trumpet-flower, yellow trumpetbush, yellow-bells, yellow-elder, Yellow Trumpetbush, Trumpetbush, yellow tecoma","Bignonia frutescens, Bignonia incisa, Bignonia sorbifolia, Bignonia stans, Bignonia tecoma, Bignonia tecomoides, Gelseminum stans, Stenolobium incisum, Stenolobium quinquejugum, Stenolobium stans, Stenolobium stans apiifolium, Stenolobium stans multijugum, Stenolobium stans pinnatum, Stenolobium tronadora, Tecoma incisa, Tecoma molle, Tecoma stans angustatum, Tecoma stans apiifolia, Tecoma tronadora, Tecoma velutina",Invasive in Cerrado/Caatinga margins; colonises degraded and urban areas,Tecoma,no,,Invasive <U+2014> disturbed areas,Control in reserves,IBAMA / ICMBio management plans
4150847,Brazil,,NATIONAL,,Urochloa eminii,Magnoliopsida,species,Poaceae,"Basilisk signal grass, Signal grass, Surinam grass, signal grass",NA,Pasture grass invading Cerrado and Amazon forest edges; fire promoter,Urochloa,no,,Invasive <U+2014> Cerrado/Amazon,Control in protected areas,IBAMA regulations
3660419,Brazil,,NATIONAL,,Schinus terebinthifolia,Magnoliopsida,species,Anacardiaceae,"Brazilian pepper-tree, Brazilian peppertree, Christmas berry, Christmasberry, Christmasberry-tree, Florida holly, warui, Brazilian Peppertree, Brazilian pepper tree, Mexican pepper tree","Rhus heptaphylla, Rhus schinoides, Rhus simarubifolia neocaledonica, Rhus trijuga, Sarcotheca bahiensis, Schinus aroeira, Schinus mellisii, Schinus mucronulata, Schinus rhoifolius, Schinus terebinthifolia damaziana, Schinus terebinthifolia glazioviana, Schinus terebinthifolia selloana, Schinus terebinthifolius damaziana, Schinus terebinthifolius glaziouviana, Schinus terebinthifolius selloana",Brazilian native; highly invasive in Florida/Caribbean/Hawaii,Schinus,no,,Native <U+2014> invasive outside Brazil,Export monitored under biosafety,Lei 12.651/2012
