GBIFusageKey,country,region,jurisdiction,jurisdiction_group,prefName,classification,taxonLevel,family,englishName,synonyms,Note,genus_I,is_aquatic,aquatic_type_I,legal_status_sa,restriction_type,governing_law
5418504,South Africa,,NATIONAL,,Heteropyxis natalensis,Magnoliopsida,species,Myrtaceae,"Lavender Tree, Lavender-tree",NA,Aromatic riverside tree; Mpumalanga/Limpopo; timber protected,Heteropyxis,no,,Protected Tree,Protected <U+2014> permit required,National Forests Act 1998 s.12
5378880,South Africa,,NATIONAL,,Spirostachys africana,Magnoliopsida,species,Euphorbiaceae,"Cape-sandalwood, jumping-bean-tree, muconite, tamboti, Tamboti","Excoecaria africana, Excoecaria synandra, Excoecariopsis synandra, Myrica holtzii, Sapium africanum, Spirostachys synandra, Stillingia africana",Toxic latex; beautiful timber; bushveld; felling banned,Spirostachys,no,,Protected Tree,Protected <U+2014> permit required,National Forests Act 1998 s.12
3087725,South Africa,,NATIONAL,,Chromolaena odorata,Magnoliopsida,species,Asteraceae,"Bitter bush, Jack in the bush, Siam weed, Triffid weed, Christmas Bush, Christmasbush, Jack in the bush, Siamweed, bitterbush, butterfly-weed, devilweed, hagonoy, jack-in-the-bush, paraffin-weed, triffidweed, Siam weed","Chromolaena barranquillensis, Chromolaena clematitis, Chromolaena odorata squarrosa, Chrysocoma maculata, Chrysocoma volubilis, Eupatorium atriplicifolium, Eupatorium barranquillense, Eupatorium brachiatum, Eupatorium clematitis, Eupatorium conyzoides, Eupatorium conyzoides angustiflorum, Eupatorium conyzoides conyzoides, Eupatorium conyzoides glabratum, Eupatorium conyzoides floribunda, Eupatorium conyzoides heterolepis, Eupatorium conyzoides incanum, Eupatorium conyzoides paucidentatum, Eupatorium conyzoides pauciflorum, Eupatorium conyzoides scaberulum, Eupatorium conyzoides tambillense, Eupatorium conyzoides extensum, Eupatorium conyzoides floribundum, Eupatorium conyzoides glabrescens, Eupatorium conyzoides maximiliani, Eupatorium conyzoides phyllocephalum, Eupatorium dichotomum, Eupatorium divergens, Eupatorium floribundum, Eupatorium graciliflorum, Eupatorium incisum, Eupatorium klattii, Eupatorium margaritense glabrescens, Eupatorium margaritense heterolepis, Eupatorium margaritense phyllocephalum, Eupatorium odoratum, Eupatorium odoratum odoratum, Eupatorium odoratum scandens, Eupatorium odoratum squarrosum, Eupatorium odoratum brachiatum, Eupatorium odoratum cubense, Eupatorium odoratum mallotophyllum, Eupatorium odoratum pauciflorum, Eupatorium sabeanum, Eupatorium stigmatosum, Eupatorium stigmatosum stigmatosum, Osmia atriplicifolia, Osmia clematitis, Osmia conyzoides, Osmia divergens, Osmia floribunda, Osmia graciliflora, Osmia odorata",Major KZN/Mpumalanga invader; transforms forest margins; fire risk,Chromolaena,no,,Category 1b Invasive,Compulsory control/removal,NEMBA AIS Regulations 2020
3142398,South Africa,,NATIONAL,,Campuloclinium macrocephalum,Magnoliopsida,species,Asteraceae,pompomweed,"Campuloclinium macrocephalum macrocephalum, Campuloclinium macrocephalum strigosum, Campuloclinium pohlianum, Campuloclinium strigosum, Chromolaena pratensis, Conoclinium macrocephalum, Eupatorium albertinae, Eupatorium denudatum, Eupatorium donianum, Eupatorium macrocephalum, Eupatorium macrocephalum angustifolium, Eupatorium macrocephalum macrocephalum, Eupatorium macrocephalum stigmatosum, Eupatorium macrocephalum strigosum, Eupatorium oxyhedrum, Eupatorium sladenianum, Eupatorium stigmatosum, Eupatorium stigmatosum stigmatosum, Eupatorium stigmatosum subcalvatum, Eupatorium stigmatosum violaceum",Gauteng/Mpumalanga grassland invader; displaces native forbs,Campuloclinium,no,,Category 1b Invasive,Compulsory control/removal,NEMBA AIS Regulations 2020
2765940,South Africa,,NATIONAL,,Pontederia crassipes,Magnoliopsida,species,Pontederiaceae,"Common water hyacinth, Kachuripana, Water hyacinth, common water hyacinth, common water-hyacinth, floating water hyacinth, floating waterhyacinth, lilac-devil, water hyacinth, water-hyacinth, Water-hyacinth",NA,Major threat to water bodies; fastest growing aquatic weed,Pontederia,no,,Category 1b Invasive,Compulsory control/removal,NEMBA AIS Regulations 2020
2925303,South Africa,,NATIONAL,,Lantana camara,Magnoliopsida,species,Verbenaceae,"Black Sage, Lantana, Largeleaf Lantana, Sage, Scrubby Cup, Scrubby Tree, Statia Sage, Wild Lantana, Yellow Sage, common lantana, kamara lantana, largeleaf lantana, wild sage, Common Lantana, Wild Sage, shrub verbena, wild sage bush","Camara vulgaris, Lantana camara camara, Lantana camara parvifolia, Lantana coccinea, Lantana glandulodissima, Lantana mexicana, Lantana spinosa, Lantana urticifolia urticifolia",Major invasive in KZN and Limpopo riparian zones; toxic berries,Lantana,no,,Category 1b Invasive,Compulsory control/removal,NEMBA AIS Regulations 2020
2979775,South Africa,,NATIONAL,,Acacia mearnsii,Magnoliopsida,species,Fabaceae,"Black wattle, black wattle, green wattle, late black wattle, tan wattle, wattle","Acacia decurrens mollis, Acacia decurrens mollissima, Acacia mollissima, Racosperma mearnsii",Massive water user; transforms fynbos and grassland; some commercial use,Acacia,no,,Category 2 Invasive (permit),Permit required; control outside designated areas,NEMBA AIS Regulations 2020
2979474,South Africa,,NATIONAL,,Acacia dealbata,Magnoliopsida,species,Fabaceae,"Blue Wattle, Silver wattle, Silver wattle, Blue wattle, Mimosa, mimosa, silver wattle, Silver Wattle, Mimosa","Acacia dealbata dealbata, Acacia decurrens mollis, Acacia decurrens dealbata, Acacia derwentii, Acacia puberula, Mimosa dealbata, Racosperma dealbatum",Invades riparian zones in Western Cape and KZN; fire risk,Acacia,no,,Category 1b Invasive,Compulsory control/removal,NEMBA AIS Regulations 2020
2978552,South Africa,,NATIONAL,,Acacia saligna,Magnoliopsida,species,Fabaceae,"Golden wreath wattle, Golden wreath wattle, Orange wattle, Blue-leafed wattle, Western Australian golden wattle, Orange wattle, Port Jackson wattle, Port Jackson-willow, Western Australian golden wattle, blue-leaf wattle, golden-wreath wattle, orange wattle, silver wattle, weeping wattle, willow wattle","Acacia bracteata, Acacia cyanophylla, Acacia cyanophylla cyanophylla, Acacia lindleyi, Mimosa saligna, Racosperma salignum",Transforms fynbos; biological control agents deployed (gall rust),Acacia,no,,Category 1b Invasive,Compulsory control/removal,NEMBA AIS Regulations 2020
2978730,South Africa,,NATIONAL,,Acacia longifolia,Magnoliopsida,species,Fabaceae,"Sydney Golden Wattle, Sydney golden wattle, coastal wattle, golden-rods, longleaf wattle, sallow wattle, Sallow Wattle","Acacia decussata, Acacia foliosa, Acacia longifolia, Acacia longifolia longifolia, Acacia longifolia angustata, Acacia longifolia bylongensis, Acacia longifolia lanceolata, Acacia longifolia prostrata, Acacia spathulata, Acacia thegonocarpa, Acacia trigonocarpa, Cuparilla sophorina, Mimosa falcata, Mimosa intertexta, Mimosa longifolia, Mimosa macrostachya, Phyllodoce longifolia, Racosperma longifolium",Coastal dune invader; Western/Eastern Cape; displaces dune fynbos,Acacia,no,,Category 1b Invasive,Compulsory control/removal,NEMBA AIS Regulations 2020
2979000,South Africa,,NATIONAL,,Acacia melanoxylon,Magnoliopsida,species,Fabaceae,"Australian Blackwood, Australian blackwood, Blackwood, Paluma blackwood, Tasmanian blackwood, black sally, black wattle, black-wood, blackwood, blackwood acacia, sally wattle, silver wattle","Acacia arcuata, Acacia latifolia, Acacia melanoxylon frutescens, Acacia melanoxylon melanoxylon, Acacia melanoxylon arcuata, Acacia melanoxylon obtusifolia, Acacia melanoxylum, Mimosa melanoxylon, Racosperma melanoxylon",Invades forest margins and riparian areas; some commercial forestry,Acacia,no,,Category 2 Invasive (permit),Permit required; control outside designated areas,NEMBA AIS Regulations 2020
2980425,South Africa,,NATIONAL,,Acacia cyclops,Magnoliopsida,species,Fabaceae,"Coastal Wattle, Coastal wattle, coastal wattle, red eye, redeye, Cyclops Acacia, Cyclops Wattle, One-eyed Wattle, Red-eye, Red-eyed Wattle, Redwreath Acacia","Acacia cyclopis, Acacia cyclops, Acacia cyclopsis, Acacia eglandulosa, Acacia mirbelii, Racosperma eglandulosum",Dominant coastal dune invader in Western/Southern Cape,Acacia,no,,Category 1b Invasive,Compulsory control/removal,NEMBA AIS Regulations 2020
7287606,South Africa,,NATIONAL,,Hakea sericea,Magnoliopsida,species,Proteaceae,"Needle Bush, bushy needlewood, silky hakea","Banksia acicularis, Banksia tenuifolia, Conchium aciculare, Conchium acicularis, Conchium compressum, Hakea acicularis, Hakea acicularis smithii, Hakea brachyrhyncha, Hakea obliqua, Hakea sericea, Hakea tenuiflora, Hakea tenuifolia, Hakea tenuifolia typica",Dense fynbos invader; Cederberg and Agulhas; fire adapted,Hakea,no,,Category 1b Invasive,Compulsory control/removal,NEMBA AIS Regulations 2020
3995995,South Africa,,NATIONAL,,Hakea drupacea,Magnoliopsida,species,Proteaceae,sweet hakea,"Banksia heterophylla, Banksia pinnata, Conchium drupaceum, Hakea drupacea, Hakea gibbosa, Hakea lambertii, Hakea pectinata, Hakea pinnata, Hakea suaveolens, Icmane heterophyla",Invades fynbos; dense thickets; biocontrol limited,Hakea,no,,Category 1b Invasive,Compulsory control/removal,NEMBA AIS Regulations 2020
5384064,South Africa,,NATIONAL,,Opuntia ficus-indica,Magnoliopsida,species,Cactaceae,"Barbary fig, Barbary-fig, Indian fig, Indian-Fig, Indian-fig, Indian-fig prickly-pear, Prickly pear, Sweet Pickle, mission cactus, mission prickly-pear, prickly-pear, smooth mountain prickly-pear, smooth prickly-pear, spineless cactus, sweet prickly-pear, tuberous prickly-pear","Cactus chinensis, Cactus decumanus, Cactus ficus, Cactus ficus-indica, Cactus opuntia, Cactus opuntia ficus-indica, Cactus opuntia latifolius, Opuntia apurimacensis, Opuntia arcei, Opuntia castillae, Opuntia chinensis, Opuntia cordobensis, Opuntia cordodensis, Opuntia ficus-indica reticulata, Opuntia ficus-indica elongata, Opuntia ficus-indica saboten, Opuntia fusicaulis, Opuntia glaucophylla laevior, Opuntia incarnadilla, Opuntia joconostle, Opuntia labouretiana, Opuntia leiascheinvariana, Opuntia leucostata, Opuntia leucosticta, Opuntia maxima, Opuntia megacantha, Opuntia megacantha tenuispina, Opuntia mexicana, Opuntia obovata, Opuntia opuntia, Opuntia paraguayensis, Opuntia robusta megacantha, Opuntia tribuloides, Opuntia tuna-blanca, Opuntia undosa, Opuntia undulata, Platyopuntia apurimacensis, Platyopuntia cordobensis, Platyopuntia ficus-indica",Extensively naturalised in Karoo; Cactoblastis biocontrol ongoing,Opuntia,no,,Category 1b Invasive,Compulsory control/removal,NEMBA AIS Regulations 2020
5384186,South Africa,,NATIONAL,,Opuntia aurantiaca,Magnoliopsida,species,Cactaceae,"jointed cactus, jointed prickly-pear, jointed pricklypear, tiger-pear, Ttiger-pear, Jointed Pricklypear","Austrocylindropuntia maldonadensis, Cactus aurantiaca, Cylindropuntia maldonadensis, Opuntia aurantiaca, Opuntia extensa, Opuntia maldonadensis, Opuntia montevidensis",Eastern Cape grassland invader; livestock injury; biocontrol deployed,Opuntia,no,,Category 1b Invasive,Compulsory control/removal,NEMBA AIS Regulations 2020
7282182,South Africa,,NATIONAL,,Cereus jamacaru,Magnoliopsida,species,Cactaceae,queen-of-the-night,"Cereus cauchinii, Cereus perrottetianus",Limpopo/Northern Cape; tall columnar; spreading along fence lines,Cereus,no,,Category 1b Invasive,Compulsory control/removal,NEMBA AIS Regulations 2020
3033991,South Africa,,NATIONAL,,Cinnamomum camphora,Magnoliopsida,species,Lauraceae,"Camphortree, Japanese camphor, Japanese camphortree, camphor, camphor laurel, camphor tree, camphor-laurel, camphortree, Camphor Tree, Camphor Laurel, Camphorwood","Camphora camelliifolia, Camphora camphora, Camphora decaisnei, Camphora decandollei, Camphora hahnemannii, Camphora hippocratei, Camphora humboldtii, Camphora humboldtii syringifolia, Camphora neesii, Camphora neesii microphylla, Camphora neesii pharbitifolia, Camphora officinalis, Camphora officinarum, Camphora officinarum glaucescens, Camphora officinarum hahnemannii, Camphora officinarum hippocratei, Camphora oldhamii, Camphora procera, Camphora rougieri, Camphora rougieri glandulifera, Camphora sieboldii, Camphora thouarsii, Camphora thunbergii, Camphora thwaitesii, Camphora vera, Camphora wrightii, Camphora zollingeri, Camphorina camphora, Cinnamomum camphora, Cinnamomum camphora cyclophyllum, Cinnamomum camphora linaloolifera, Cinnamomum camphora parvifolia, Cinnamomum camphora glaucescens, Cinnamomum camphora hosyo, Cinnamomum camphora lanatum, Cinnamomum camphora nominale, Cinnamomum camphora rotundifolia, Cinnamomum camphora werffii, Cinnamomum camphoriferum, Cinnamomum camphoroides, Cinnamomum henricii, Cinnamomum nominale, Cinnamomum officinarum, Cinnamomum simondii, Cinnamomum taquetii, Laurus calycina, Laurus camphora, Laurus camphorifera, Laurus gracilis, Persea camfora, Persea camphora",Invades KZN/EC forests and coastal areas; bird-dispersed,Cinnamomum,no,,Category 1b Invasive,Compulsory control/removal,NEMBA AIS Regulations 2020
5358457,South Africa,,NATIONAL,,Prosopis glandulosa,Magnoliopsida,species,Fabaceae,honey mesquite,"Algarobia glandulosa, Dasiogyna glandulosa, Neltuma glandulosa, Prosopis chilensis glandulosa, Prosopis juliflora glandulosa",Dryland invasive; millions of ha in Northern Cape; water table impact,Prosopis,no,,Category 1b Invasive,Compulsory control/removal,NEMBA AIS Regulations 2020
5358538,South Africa,,NATIONAL,,Prosopis velutina,Magnoliopsida,species,Fabaceae,velvet mesquite,"Neltuma velutina, Prosopis chilensis velutina, Prosopis juliflora vellutina, Prosopis juliflora velutina",Northern Cape arid zone; hybridises with P. glandulosa,Prosopis,no,,Category 1b Invasive,Compulsory control/removal,NEMBA AIS Regulations 2020
2703041,South Africa,,NATIONAL,,Arundo donax,Magnoliopsida,species,Poaceae,"Arundo grass, Bamboo reed, Cow cane, Donax cane, Giant cane, River cane, Spanish cane/reed, Wild cane, Reedgrass, Cana brava, Giant Reed, Giant reed, Spanish-reed, giant-reed","Aira bengalensis, Amphidonax bengalensis, Amphidonax bifaria, Arundo aegyptia, Arundo aegyptiaca, Arundo bambusifolia, Arundo bengalensis, Arundo bifaria, Arundo coleotricha, Arundo coleotricha barbigera, Arundo coleotricha versicolor, Arundo donax donax, Arundo donax versicolor, Arundo donax angustifolia, Arundo donax barbigera, Arundo donax coleotricha, Arundo donax lanceolata, Arundo donax picta, Arundo donax procerior, Arundo donax tsibi, Arundo donax variegata, Arundo glauca, Arundo latifolia, Arundo longifolia, Arundo sativa, Arundo scriptoria, Arundo triflora, Arundo versicolor, Cynodon donax, Donax arundinaceus, Donax bengalensis, Donax bifarius, Donax donax, Donax sativa, Donax sativus, Donax versicolor, Scolochloa arundinacea, Scolochloa donax",Invades rivers and wetlands nationwide; water consumption,Arundo,no,,Category 1b Invasive,Compulsory control/removal,NEMBA AIS Regulations 2020
2703043,South Africa,,NATIONAL,,Arundo donax,Magnoliopsida,species,Poaceae,Spanish reed,NA,Variegated form; ornamental escape; same impacts as type,Arundo,no,,Category 1b Invasive,Compulsory control/removal,NEMBA AIS Regulations 2020
2870583,South Africa,,NATIONAL,,Pistia stratiotes,Magnoliopsida,species,Araceae,"Lettuce water, Nile cabbage, Nile-cabbage, Water cabbage, Water lettuce, Nile cabbage, Shellflower, Water lettuce, shellflower, tropical duckweed, tropical-duckweed, water cabbage, water lettuce, water-cabbage, water-lettuce, waterbonnet, Water Lettuce, Water-lettuce","Apiospermum obcordatum, Limnonesis commutata, Limnonesis friedrichsthaliana, Pistia aegyptiaca, Pistia aethiopica, Pistia africana, Pistia amazonica, Pistia brasiliensis, Pistia commutata, Pistia crispata, Pistia cumingii, Pistia gardneri, Pistia horkeliana, Pistia leprieuri, Pistia linguiformis, Pistia minor, Pistia natalensis, Pistia obcordata, Pistia occidentalis, Pistia schleideniana, Pistia spathulata, Pistia stratiotes cuneata, Pistia stratiotes linguiformis, Pistia stratiotes obcordata, Pistia stratiotes spathulata, Pistia texensis, Pistia turpini, Pistia turpinii, Pistia weigeltiana, Zala asiatica",Floating aquatic weed; blocks waterways; Limpopo/Mpumalanga,Pistia,no,,Category 1b Invasive,Compulsory control/removal,NEMBA AIS Regulations 2020
5274863,South Africa,,NATIONAL,,Salvinia molesta,Polypodiopsida,species,Salviniaceae,"African payal, Giant salvinia, Kariba weed, Water fern, African payal, African pyle, Aquarium watermoss, Giant water fern, Velvet weed, Kariba weed, Salvinia moss, aquarium watermoss, giant salvinia, kariba weed, kariba-weed, water fern, Giant Salvinia",Salvinia adnata,Floating fern; smothers dams and irrigation canals; biocontrol deployed,Salvinia,no,,Category 1b Invasive,Compulsory control/removal,NEMBA AIS Regulations 2020
2650107,South Africa,,NATIONAL,,Azolla filiculoides,Polypodiopsida,species,Salviniaceae,"Pacific azolla, Pacific azolla, Pacific mosquitofern, Pacific mosquito fern, Pacific mosquitofern, Water Fern, Fairy moss, Water fern, azolla, duckweed fern, fern azolla, large mosquito fern, red azolla, red-water fern, redwater fern, water fern, Water Fern","Azolla arbuscula, Azolla filiculoides filiculoides, Azolla japonica, Azolla magellanica, Azolla pinnata japonica, Azolla squamosa",Floating fern; nitrogen fixer; deoxygenates water bodies,Azolla,no,,Category 1b Invasive,Compulsory control/removal,NEMBA AIS Regulations 2020
5361785,South Africa,,NATIONAL,,Myriophyllum aquaticum,Magnoliopsida,species,Haloragaceae,"Brazilian Water-milfoil, Brazilian Watermilfoil, Brazilian water-milfoil, Brazilian watermilfoil, Diamond Milfoil, Diamond milfoil, Parrot Feather, Parrot Feather Watermilfoil, Parrot feather watermilfoil, Parrot's Feather, Parrot's Feather, Parrot Feather Watermilfoil, Parrot's Feather, Parrot feather watermilfoil, Parrot's feather, Parrot's-feather, Parrotfeather, Thread-of-life, Water-feather, parrot feather, parrot feather watermilfoil, parrot's feather, parrot's-feather, thread-of-life, water-feather","Enydria aquatica, Myriophyllum brasiliense, Myriophyllum mattogrossense, Myriophyllum proserpinacoides",Submerged aquatic; chokes waterways; ornamental escape,Myriophyllum,no,,Category 1b Invasive,Compulsory control/removal,NEMBA AIS Regulations 2020
2931469,South Africa,,NATIONAL,,Solanum mauritianum,Magnoliopsida,species,Solanaceae,"Earleaf nightshade, Tree tobacco, Wild tobacco tree, Earleaf nightshade, Woolly nightshade, Bugweed, Tobacco weed, Tobacco bush, Wild tobacco, Kerosene plant, Wild tobacco bush, Wild tobacco plant, bugtree, ear-leaf nightshade, earleaf nightshade, tobacco-wood, wild tobacco, wild tobacco-bush, wild tobacco-tree","Solanum auriculatum, Solanum carterianum, Solanum pulverulentum, Solanum tabaccifolium, Solanum verbascifolium auriculatum, Solanum verbascifolium typicum",Major forest margin invader; KZN/Mpumalanga; bird-dispersed,Solanum,no,,Category 1b Invasive,Compulsory control/removal,NEMBA AIS Regulations 2020
2996841,South Africa,,NATIONAL,,Rubus cuneifolius,Magnoliopsida,species,Rosaceae,"American Bramble, American bramble, Sand Blackberry, Sand Bramble, sand blackberry, sand bramble","Rubus chapmanii, Rubus cuneifolius angustior, Rubus cuneifolius austrifer, Rubus cuneifolius cuneifolius, Rubus cuneifolius spiniceps, Rubus cuneifolius subellipticus, Rubus dixiensis, Rubus parviflorus, Rubus parvifolius",Grassland and forest margin; Mpumalanga/KZN; thorny thickets,Rubus,no,,Category 1b Invasive,Compulsory control/removal,NEMBA AIS Regulations 2020
5914287,South Africa,,NATIONAL,,Melia azedarach,Magnoliopsida,species,Meliaceae,"Bead Tree, Cape Lilac, Cape-lilac, Carolina Mahogany, Chinaberry tree, Chinaberry tree, Pride of India, Bead-tree, Cape lilac, Syringa berrytree, Persian lilac, Indian lilac, Chinaberrytree, Indian lilac, Lilac, Persian Lilac, Persian-lilac, Pride of India, Sichuan pagoda-tree, Syringa berrytree, Texas umbrella-tree, White Cedar, chinaberry, chinaberry-tree, lelah","Antelaea javanica, Azedara speciosa, Azedaraca amena, Azedarach commelinii, Azedarach deleteria, Azedarach fraxinifolia, Azedarach odoratum, Azedarach sempervirens, Azedarach sempervirens incisodentata, Azedarach sempervirens longifoliola, Azedarach sempervirens subdentata, Azedarach sempervirens australasica, Azedarach sempervirens dubia, Azedarach sempervirens glabrior, Azedarach vulgaris, Melia aethiopica, Melia angustifolia, Melia argentea, Melia arguta, Melia australasica, Melia australis, Melia azedarach albiflora, Melia azedarach umbraculifera, Melia azedarach acuminatissima, Melia azedarach australasica, Melia azedarach biglandulosa, Melia azedarach cochinchinensis, Melia azedarach floribunda, Melia azedarach glabrior, Melia azedarach glandulosa, Melia azedarach incisa, Melia azedarach intermedia, Melia azedarach japonica, Melia azedarach javanica, Melia azedarach sambucina, Melia azedarach sempervirens, Melia azedarach squamulosa, Melia azedarach subtripinnata, Melia azedarach toosendan, Melia azedarach umbraculiformis, Melia birmanica, Melia bogoriensis, Melia bombolo, Melia bukayun, Melia candollei, Melia chinensis, Melia cochinchinensis, Melia commelini, Melia composita, Melia composita biglandulosa, Melia composita cochinchinensis, Melia dubia, Melia flaccida, Melia floribunda, Melia florida, Melia guineensis, Melia hasskarlii, Melia japonica, Melia japonica albicans, Melia japonica semperflorens, Melia javanica, Melia orientalis, Melia robusta, Melia sambucina, Melia sempervirens, Melia superba, Melia toosendan",Widespread urban tree; toxic berries; riverbank invader,Melia,no,,Category 3 Invasive (no new planting),No new plantings; existing trees tolerated,NEMBA AIS Regulations 2020
3172499,South Africa,,NATIONAL,,Jacaranda mimosifolia,Magnoliopsida,species,Bignoniaceae,"Black Poui, Black poui, black poui, jacaranda","Jacaranda chelonia, Jacaranda filicifolia, Jacaranda ovalifolia",Iconic Pretoria street tree; no new plantings allowed; heritage debate,Jacaranda,no,,Category 3 Invasive (no new planting),No new plantings; existing trees tolerated,NEMBA AIS Regulations 2020
5380041,South Africa,,NATIONAL,,Ricinus communis,Magnoliopsida,species,Euphorbiaceae,"Castor, Castor Oil Plant, Castor Plant, Castor-bean, Castor-bean-plant, Castor-oil-Plant, Castor-oil-plant, Castorbean, Oil Nut Tree, Oilnut, Palma-christi, Reri, venna, Reri. Bheranda, Wond, castor, castor bean, castor-bean, castor-bean-plant, castor-oil-plant, castorbean","? aegyptiaceus, ? armatus, Cataputia major, Cataputia minor, Croton spinosus, Ricinus africanus, Ricinus angulatus, Ricinus armatus, Ricinus atropurpureus, Ricinus badius, Ricinus borboniensis, Ricinus cambodgensis, Ricinus communis americanus, Ricinus communis argentatus, Ricinus communis argyratus, Ricinus communis atratus, Ricinus communis atrobrunneatus, Ricinus communis atrofulvatus, Ricinus communis atrofuscatus, Ricinus communis atrophoeniceus, Ricinus communis atropunicatus, Ricinus communis atropurpureatus, Ricinus communis avellanatus, Ricinus communis blumeanus, Ricinus communis canatus, Ricinus communis canescens, Ricinus communis carneatus, Ricinus communis cervatus, Ricinus communis cinerascens, Ricinus communis cinereatus, Ricinus communis denudatus, Ricinus communis epiglaucus, Ricinus communis erythrocladus, Ricinus communis exiguus, Ricinus communis fulvatus, Ricinus communis fumatus, Ricinus communis fuscatus, Ricinus communis genuinus, Ricinus communis gilvus, Ricinus communis glaucus, Ricinus communis gracilis, Ricinus communis guttatus, Ricinus communis hybridus, Ricinus communis incarnatus, Ricinus communis inermis, Ricinus communis intermedius, Ricinus communis laevis, Ricinus communis macrophyllus, Ricinus communis maculatus, Ricinus communis marmoreatus, Ricinus communis microcarpus, Ricinus communis murinatus, Ricinus communis nigellus, Ricinus communis nigrescens, Ricinus communis niveatus, Ricinus communis oblongus, Ricinus communis obscurus, Ricinus communis oligacanthus, Ricinus communis ostrinatus, Ricinus communis pardalinus, Ricinus communis picturatus, Ricinus communis plumbeatus, Ricinus communis pruinosus, Ricinus communis pullatus, Ricinus communis punctatus, Ricinus communis punctulatus, Ricinus communis punicans, Ricinus communis purpurascens, Ricinus communis radiatus, Ricinus communis rufescens, Ricinus communis russatus, Ricinus communis rutilans, Ricinus communis scaber, Ricinus communis scriptus, Ricinus communis sordidus, Ricinus communis stigmosus, Ricinus communis striatus, Ricinus communis subpurpurascens, Ricinus communis subrotundus, Ricinus communis subviridus, Ricinus communis sulcatus, Ricinus communis tigrinus, Ricinus communis umbrinus, Ricinus communis venosus, Ricinus communis vinatus, Ricinus communis viridis, Ricinus communis zebrinus, Ricinus communis zollingeri, Ricinus communis zonatus, Ricinus communis aegyptiaceus, Ricinus communis africanus, Ricinus communis almeidae, Ricinus communis amblyocalyx, Ricinus communis armatus",Riverbank invader; toxic seeds; commercial oil production permitted,Ricinus,no,,Category 2 Invasive (permit),Permit required; control where invading,NEMBA AIS Regulations 2020
2958468,South Africa,,NATIONAL,,Biancaea decapetala,Magnoliopsida,species,Fabaceae,"Mauritius-thorn, Mysore thorn, Mysorethorn, shoofly, thorny poinciana, wait-a-while, woody wait-a-while",NA,Dense thorny thickets in KZN/Mpumalanga river valleys,Biancaea,no,,Category 1b Invasive,Compulsory control/removal,NEMBA AIS Regulations 2020
5354656,South Africa,,NATIONAL,,Cytisus scoparius,Magnoliopsida,species,Fabaceae,"Broom, Broomtops, Common Broom, Common broom, English Broom, English broom, European Broom, European broom, Irish Broom, Irish broom, Scot's broom, Scotch Broom, Scotch broom, Scotchbroom, Scottish Broom, Scottish broom, broom, broomtops, commom-broom, common broom","Corema scoparium, Cytiscus scoparius, Cytisogenista scoparia, Cytisus scoparius scoparius, Genista scoparia, Genista scoparia vulgaris, Genista vulgaris, Sarothamnus scoparius, Sarothamnus scoparius scoparius, Sarothamnus vulgaris, Sarothamnus vulgaris scoparius",Invades grasslands in Mpumalanga/KZN highveld,Cytisus,no,,Category 1b Invasive,Compulsory control/removal,NEMBA AIS Regulations 2020
3660419,South Africa,,NATIONAL,,Schinus terebinthifolia,Magnoliopsida,species,Anacardiaceae,"Brazilian pepper-tree, Brazilian peppertree, Christmas berry, Christmasberry, Christmasberry-tree, Florida holly, warui, Brazilian Peppertree, Brazilian pepper tree, Mexican pepper tree","Rhus heptaphylla, Rhus schinoides, Rhus simarubifolia neocaledonica, Rhus trijuga, Sarcotheca bahiensis, Schinus aroeira, Schinus mellisii, Schinus mucronulata, Schinus rhoifolius, Schinus terebinthifolia damaziana, Schinus terebinthifolia glazioviana, Schinus terebinthifolia selloana, Schinus terebinthifolius damaziana, Schinus terebinthifolius glaziouviana, Schinus terebinthifolius selloana",Coastal KZN invader; bird-dispersed; dense riverine thickets,Schinus,no,,Category 1b Invasive,Compulsory control/removal,NEMBA AIS Regulations 2020
5285727,South Africa,,NATIONAL,,Pinus radiata,Pinopsida,species,Pinaceae,"Cedros Island Pine, Guadalupe Island Pine, Monterey Pine, Monterey pine, insignis pine, monterey-pine, radiata pine, Insignis Pine, Radiata Pine","Pinus californica, Pinus montereyensis",Plantation species; invades fynbos and grassland; water impacts,Pinus,no,,Category 2 Invasive (permit),Permit for plantation; control in fynbos,NEMBA AIS Regulations 2020
5285090,South Africa,,NATIONAL,,Pinus patula,Pinopsida,species,Pinaceae,"Mexican Weeping Pine, Mexican weeping pine, Mexican yellow pine, Spreading-leaved Pine, Weeping Pine, jelecote pine, patula pine, Jelecote Pine","? longepedunculata, Pinus longepedunculata, Pinus patula longepedunculata, Pinus subpatula",Major forestry species; invades grassland and fynbos margins,Pinus,no,,Category 2 Invasive (permit),Permit for plantation; control in fynbos,NEMBA AIS Regulations 2020
5285565,South Africa,,NATIONAL,,Pinus pinaster,Pinopsida,species,Pinaceae,"Atlantic Maritime Pine, Cluster pine, Maritime Pine, Maritime Pine, Maritime pine, cluster pine, maritime pine, pinaster pine","Pinus maritima, Pinus maritima alterna, Pinus neglecta, Pinus pinaster minor",Invades Western Cape fynbos extensively; Working for Water target,Pinus,no,,Category 2 Invasive (permit),Permit for plantation; control in fynbos,NEMBA AIS Regulations 2020
